x
10100000
10200000
10300000
10500000
10910000
11400000
11444900
11500000
12100000
12150000
12180000
12210000
12240000
12351000
12360000
12370000
12390000
12400000
12420000
12500000
12510000
12510500
12520000
12530000
12540000
12550000
12600001
12640000
12650000
12680000
12700000
12840000
12842000
12845000
12850000
12872000
12873000
12880000
12900001
13100000
13150000
13150003
13180000
13300000
13310000
13405000
13410000
13439000
13450000
13470000
13540000
13550000
13568000
13572000
13578000
13600002
13650000
13700000
13710001
13750000
13870000
13880000
13885000
13886000
13962000
13990000
14100000
14230000
14250000
14260000
14280001
14300000
14310000
14325000
14330000
14350000
14420000
14428000
14440000
14489000
14495000
14500000
14515000
14526000
14526500
14527000
14530000
14540000
14550000
14558000
14620000
14680001
14690000
14710000
14740000
14845000
14850000
14990000
15035000
15040000
15050000
15120001
15124009
15130000
15150000
15200000
15248010
15250000
15320002
15324000
15326000
15400000
15430000
15490000
15490500
15550000
15552600
15558000
15558200
15558500
15559000
15560000
15564000
15565000
15575000
15580000
15590000
15660000
15670000
15700000
15750000
15795000
15800000
15828000
15830000
15900000
15910000
15930000
15940000
16010000
16080000
16100000
16205000
16368000
16430000
16440000
16460000
16500000
16650000
16661000
16800000
16900000
17050001
17090000
17091000
17092800
17093000
17095000
17120000
17122000
17123000
17130000
17200000
17210000
17280000
17340000
17343000
17350000
17380000
17420000
17430000
17675000
17680000
17710000
17730000
17900000
18200000
18250000
18295000
18409000
18415000
18420000
18421000
18422000
18428000
18435000
18460000
18480000
18500000
18590000
18600000
18650000
18700000
18850000
18880000
19985000
20017000
20100000
20200000
21210000
21220000
21300000
21500000
21560000
21580000
21750000
22700000
23100000
23150000
23220000
23230000
23250000
23251000
23600000
23610000
23650000
23700000
24070000
24196000
24200000
24500000
24700000
24750000
24780000
24800000
24850000
24900000
24950000
25090000
25100000
25130000
25140000
25200000
25700000
25750000
25800000
26050000
26100000
26150000
26200000
26300000
26350000
27110000
27380000
27500000
27540000
27550000
27660000
28150000
28300000
28850000
29020000
29050000
29070100
29100000
29200000
29750000
30050000
30055000
30058000
30070000
30075000
30080000
30300000
31020000
31490000
31520000
31680000
31700000
32350000
32450002
32540000
32550000
32620000
32740000
32830000
32850000
33025000
33070000
33075000
33080000
33170000
33190000
33205000
33215000
33250000
33260000
33273000
33281000
33286000
33290000
33321000
33330000
33333000
33365000
33380000
33410000
33420000
33430000
33450000
33460000
33480000
33490000
33520000
33530000
33550000
33590000
33620000
33630000
33661000
33680000
33700000
33720000
33730000
33750000
33760000
33770000
33780000
34010000
34020000
34030000
34040500
34060000
34070000
34080000
34090000
34130000
34140000
34145000
34160000
34170000
34230000
34233000
34243500
34251000
34261000
34270000
34311000
34340000
34420000
34450000
34465000
34471000
34479000
34564000
34571000
34600000
34620000
34660000
34690000
34730000
34740000
34742000
34750000
34751000
34760000
34770000
34789000
34820000
34879500
34930000
34933000
34936000
34940000
34948000
34976000
34979000
34980000
35050000
35125000
35156000
35170000
35205000
35210000
35223000
35235000
35240000
35255000
35257000
35258000
35260000
35275000
35283000
35301000
35350000
35370000
35370600
35390000
35570000
35640000
35668000
35669100
35740000
35830000
35871000
35875500
35900000
36020000
36045000
36070000
36125000
36130000
36160000
36210000
36220000
36250000
36260000
36270000
36290000
36320000
36386000
36390000
36470000
36515000
36520000
36580000
36586000
36615000
36628000
36630000
37030000
37050000
37080000
37084000
37090000
37150000
37185000
37190000
37220000
37260000
37290000
37297000
37320000
37340000
37360000
37369100
37380000
37410000
37412000
37413000
37430000
37440000
37450000
37470000
37515000
37526000
37559000
37570000
37604000
37610110
37610500
37710150
37711000
37718000
37730000
37750000
37761000
38129000
38138000
38170000
38340000
38380000
38460000
38470000
38485000
38500000
38580000
38596000
38650000
38680000
38690000
38750000
38771000
38790000
38800500
38812000
38830000
38841000
38849000
38850000
38860000
38865000
38880000
38887000
38888000
38895000
39081250
39082000
39082800
39083000
39084000
39084010
39084020
39100000
39130000
39140000
39145000
39150000
39154000
39160000
39170000
39187800
39189550
39191000
39195000
39200000
39310000
39340000
39345000
39360000
39370100
39431000
39433000
39450000
39480000
39530000
39540000
39540550
39540750
39541000
39550000
39560000
39570000
39571000
39575000
39580000
39590000
39620000
39650000
39689000
39690000
39715000
39720000
39740000
39760000
39770000
39800000
39852000
39860000
39870000
39900000
39950000
39970000
39980000
40025000
40032000
40037000
40040000
40050000
40060001
40070000
40100000
40150000
40170000
40185000
40269900
40300001
40330000
40400000
40549998
40579995
40680000
40710000
40740000
40800001
40810400
40810800
40811100
40821900
40823500
40850000
40930000
41050000
41075001
41135000
41151000
41180000
41195050
41199998
41200430
41210000
41250000
41260000
41300000
41340000
41380000
41410000
41440005
41600000
41650002
41685000
41780002
41818000
41890000
41940000
41990000
42089998
42145498
42210000
42250000
42251000
42290000
42365000
42395000
42430000
42435000
42440000
42450100
42450300
42450350
42450400
42450750
42454000
42460000
42490000
42545002
42546000
42600000
42690001
42840000
42850000
42860000
42940000
42980000
43200000
43250002
43300000
43429998
43670000
43880000
43980002
44200000
44250000
44290002
44350000
44500000
44630500
44634500
44640000
44670000
44770000
44850100
44890000
44900000
44907040
44909000
44940000
45131000
45170001
45210000
45220000
45260000
45298000
45480000
45590000
45700000
45726000
45740001
45760000
45770000
45840000
45880000
45910001
45960001
46035000
46105000
46110000
46150000
46295000
46360000
46415000
46455000
46490000
46520000
46530000
46543000
46550000
46555000
46570000
46590000
46610000
46650000
46675000
46770000
46784000
46790000
46830000
46870000
46902000
46998000
47249000
47900000
48020000
48290000
48395000
48395500
48397000
48400000
48420000
48430000
48440000
48460000
48498000
48590000
48699000
48820000
48830000
48840000
48841000
48850000
48860000
48880000
49100000
49130000
